"RowIndex","Prediction"
1,41.3846740722656
2,48.1313552856445
3,29.9087963104248
4,34.2232055664062
5,48.7397994995117
6,35.5947151184082
7,32.3569297790527
8,30.5900173187256
9,48.1773681640625
10,48.7503509521484
11,26.7278785705566
12,37.5584907531738
13,53.977481842041
14,34.9859733581543
15,29.4080791473389
16,62.4825096130371
17,49.8323287963867
18,47.2725143432617
19,21.8843536376953
20,47.580982208252
21,50.6671600341797
22,45.3992233276367
23,42.7909698486328
24,27.2998561859131
25,51.1063690185547
26,52.7310447692871
27,27.5909824371338
28,56.6704635620117
29,45.0705642700195
30,34.9159126281738
31,23.6921367645264
32,57.1712532043457
33,35.5510063171387
34,24.8874244689941
35,31.4788208007812
36,48.1528968811035
37,29.9337463378906
38,35.9878158569336
39,26.7789421081543
40,35.3490180969238
41,34.3849220275879
42,47.2912902832031
43,30.771505355835
44,41.7051887512207
45,38.1912231445312
46,32.0559234619141
47,52.2382011413574
48,42.7623901367188
49,21.8558101654053
50,33.7964668273926
51,27.0347061157227
52,21.6993408203125
53,36.9430389404297
54,61.4746055603027
55,39.9831123352051
56,36.0399322509766
57,29.0526790618896
58,44.0953750610352
59,24.5911998748779
60,30.4817790985107
61,20.6578807830811
62,58.406551361084
63,39.1199836730957
64,21.8551158905029
65,22.8810348510742
66,24.1264801025391
67,48.2609748840332
68,42.0285568237305
69,23.268835067749
70,26.2545051574707
71,41.7036247253418
72,26.1090602874756
73,30.0447425842285
74,32.357494354248
75,37.8815650939941
76,34.6649894714355
77,39.6008071899414
78,36.9093322753906
79,24.2853202819824
80,60.3354835510254
81,29.840295791626
82,27.8830623626709
83,39.0195960998535
84,43.7646865844727
85,77.9822387695312
86,31.3503704071045
87,33.5724639892578
88,47.6637496948242
89,40.3393592834473
90,42.7593612670898
91,45.7596855163574
92,51.0883522033691
93,36.2118263244629
94,28.2769298553467
95,42.8242454528809
96,31.7273101806641
97,33.9571075439453
98,38.2239036560059
99,40.8450660705566
100,30.8931617736816
101,59.0863380432129
102,37.5196151733398
103,34.6180381774902
104,45.1182861328125
105,37.5548706054688
106,33.4031600952148
107,48.810188293457
108,28.9293060302734
109,47.5944519042969
110,32.1818962097168
111,19.8794708251953
112,20.7225360870361
113,38.6133499145508
114,21.9728298187256
115,35.3209953308105
116,56.4461784362793
117,44.7381439208984
118,34.8839912414551
119,52.2369918823242
120,19.0878849029541
121,49.3436241149902
122,30.4613590240479
123,20.3102951049805
124,31.6610507965088
125,47.8436584472656
126,26.6206645965576
127,33.0602798461914
128,42.6713256835938
129,55.7571792602539
130,31.1519546508789
131,45.7029457092285
132,51.0799751281738
133,25.2652740478516
134,52.6892433166504
135,41.5450439453125
136,23.4674949645996
137,28.5964107513428
138,32.3428955078125
139,54.2766380310059
140,37.4857482910156
141,48.3831977844238
142,21.4027767181396
143,48.9605255126953
144,51.3160667419434
145,37.3041343688965
146,34.6665306091309
147,27.3917293548584
148,48.98486328125
149,42.8115386962891
150,24.0642528533936
151,38.9298210144043
152,41.2511978149414
153,56.5912818908691
154,43.3795509338379
155,44.6955680847168
156,57.3898735046387
157,38.7024803161621
158,43.3357620239258
159,47.7882690429688
160,36.8198852539062
161,27.0361099243164
162,38.4902496337891
163,54.799503326416
164,44.084041595459
165,42.5206909179688
166,48.9740409851074
167,63.8293495178223
168,26.3960552215576
169,31.8215770721436
170,33.9081802368164
171,41.2710990905762
172,41.1537475585938
173,28.3401298522949
174,33.588996887207
175,21.0253219604492
176,31.8959407806396
177,40.53466796875
178,37.13134765625
179,39.0383911132812
180,26.3979549407959
181,49.3915328979492
182,28.125093460083
183,44.5970687866211
184,43.8325881958008
185,31.6267929077148
186,47.4237937927246
187,40.1941452026367
188,31.3585186004639
189,42.0667381286621
190,39.4867057800293
191,47.9972152709961
192,55.0190048217773
193,23.2012023925781
194,30.596923828125
195,38.0588150024414
196,47.2133178710938
197,47.1888275146484
198,31.7750186920166
199,29.0982627868652
200,35.459300994873
201,41.3549690246582
202,35.1276245117188
203,29.0005130767822
204,34.8088569641113
205,40.6044616699219
206,35.006965637207
207,38.4777641296387
208,30.2225704193115
209,23.7596416473389
210,37.6453247070312
211,21.5650997161865
212,48.310001373291
213,42.9898414611816
214,35.7227897644043
215,20.4208850860596
216,42.5139961242676
217,38.4306564331055
218,40.3657302856445
219,26.7649974822998
220,21.1066265106201
221,31.5392265319824
222,41.6043548583984
223,40.3529739379883
224,24.7099094390869
225,34.3186531066895
226,31.990198135376
227,30.7469615936279
228,32.0008316040039
229,32.1597633361816
230,29.9806175231934
231,39.0297203063965
232,39.9776077270508
233,36.1859664916992
234,27.0540637969971
235,25.4646778106689
236,48.7346725463867
237,40.528205871582
238,28.4936561584473
239,53.2343139648438
240,28.3855800628662
241,25.217004776001
242,37.6836433410645
243,29.3681526184082
244,39.3550415039062
245,41.9597320556641
246,41.2752456665039
247,21.3789844512939
248,45.415885925293
249,44.6244049072266
250,53.0411338806152
251,35.4760437011719
252,21.7942943572998
253,29.5580825805664
254,44.4472808837891
255,58.9287567138672
256,39.4017333984375
257,48.3414535522461
258,45.7188949584961
259,31.8858604431152
260,52.3604850769043
261,29.4168491363525
262,37.9926567077637
263,33.1878395080566
264,40.1230583190918
265,39.0062141418457
266,34.3576011657715
267,32.8664169311523
268,36.3665237426758
269,29.5056571960449
270,18.6310882568359
271,40.1511878967285
272,36.6429862976074
273,24.0061798095703
274,25.8935794830322
275,29.0339012145996
276,26.7887115478516
277,38.5934638977051
278,31.2498970031738
279,58.5373191833496
280,31.7005996704102
281,41.7414245605469
282,42.9026184082031
283,35.9895515441895
284,30.2416572570801
285,36.0590400695801
286,39.6279373168945
287,41.0792694091797
288,40.5710830688477
289,60.2006759643555
290,38.6699600219727
291,23.9963912963867
292,29.3590221405029
293,29.4447383880615
294,57.8079223632812
295,32.8430595397949
296,27.6867370605469
297,36.2219390869141
298,23.3180675506592
299,36.4690971374512
300,41.1970252990723
301,60.7256050109863
302,33.413703918457
303,23.691068649292
304,38.3180122375488
305,22.7418632507324
306,28.5953693389893
307,36.0846672058105
308,41.0705718994141
309,45.8739967346191
310,39.669994354248
311,26.8305892944336
312,24.212553024292
313,62.5487327575684
314,57.1544532775879
315,29.2115478515625
316,48.1787223815918
317,26.2406826019287
318,30.1892471313477
319,39.7244453430176
320,27.886604309082
321,50.6770210266113
322,34.0694465637207
323,47.2958984375
324,29.3221473693848
325,34.4497184753418
326,26.6478977203369
327,40.671516418457
328,54.5542411804199
329,29.7700805664062
330,27.8352527618408
331,29.1904106140137
332,34.2302780151367
333,48.2088012695312
334,42.2350997924805
335,31.8256607055664
336,31.3875942230225
337,34.6024322509766
338,45.9431991577148
339,36.5888214111328
340,28.264835357666
341,45.0171241760254
342,31.9546508789062
343,33.3968544006348
344,26.2978057861328
345,55.6717910766602
346,40.6998634338379
347,30.9985961914062
348,26.7371044158936
349,46.4576606750488
350,26.9564628601074
351,41.1091156005859
352,38.3725242614746
353,38.3196296691895
354,33.485424041748
355,44.3125381469727
356,19.5715179443359
357,32.5312385559082
358,29.1547470092773
359,33.2282028198242
360,21.3039016723633
361,32.2778396606445
362,25.127513885498
363,40.9803123474121
364,43.2962493896484
365,58.3811950683594
366,36.2820663452148
367,35.1760101318359
368,28.9160118103027
369,24.0112152099609
370,50.1499061584473
371,42.1157760620117
372,50.4040679931641
373,37.5641708374023
374,30.798828125
375,25.2155132293701
376,34.5661697387695
377,27.6091785430908
378,28.5830459594727
379,26.2816295623779
380,34.5779037475586
381,37.4304809570312
382,37.6284599304199
383,24.5204944610596
384,55.1898231506348
385,22.3703479766846
386,44.8357810974121
387,29.8980827331543
388,42.6879348754883
389,36.5005187988281
390,40.9669380187988
391,27.1062812805176
392,29.3719215393066
393,32.9497108459473
394,57.966869354248
395,42.8873252868652
396,18.7077217102051
397,33.3951225280762
398,32.5451850891113
399,44.225643157959
400,23.8077926635742
401,33.6980438232422
402,32.3517570495605
403,37.5395011901855
404,31.4685573577881
405,46.6774635314941
406,40.8272857666016
407,31.179630279541
408,33.0002670288086
409,31.9296360015869
410,38.7307281494141
411,22.8193607330322
412,37.1210021972656
413,37.0561904907227
414,57.0573577880859
415,30.443286895752
416,35.6285629272461
417,25.1551609039307
418,50.5275802612305
419,35.858570098877
420,35.9690284729004
421,48.5987281799316
422,40.7463493347168
423,61.2884979248047
424,34.3633728027344
425,45.2099914550781
426,41.1035423278809
427,38.073371887207
428,34.8264923095703
429,29.5655422210693
430,22.5089149475098
431,42.1730422973633
432,42.4377861022949
433,35.8896446228027
434,42.6453247070312
435,24.5063533782959
436,16.3343887329102
437,50.3301696777344
438,33.530330657959
439,43.6144027709961
440,32.6039810180664
441,45.0142860412598
442,50.4213600158691
443,25.6387329101562
444,32.7539100646973
445,49.0645751953125
446,32.5244827270508
447,27.9970321655273
448,38.8729209899902
449,48.6875038146973
450,28.6702842712402
451,28.5179805755615
452,55.9413909912109
453,27.6246681213379
454,41.6791610717773
455,36.8000793457031
456,44.0354309082031
457,33.5952453613281
458,31.5807113647461
459,37.698112487793
460,29.5530986785889
461,32.549919128418
462,32.9568061828613
463,37.0506896972656
464,39.5235595703125
465,34.2836456298828
466,23.0663795471191
467,21.1102466583252
468,34.292064666748
469,30.6732234954834
470,21.8016662597656
471,23.0310192108154
472,40.6946678161621
473,46.2301445007324
474,31.8571243286133
475,25.3037052154541
476,34.1899452209473
477,32.0083999633789
478,42.9536972045898
479,47.4824867248535
480,38.4631576538086
481,34.7893142700195
482,31.6330490112305
483,37.2371063232422
484,42.1415138244629
485,28.7422466278076
486,57.1446762084961
487,46.0719261169434
488,51.7401924133301
489,40.698616027832
490,30.1877956390381
491,49.4080848693848
492,33.0773963928223
493,37.2884140014648
494,28.7012729644775
495,41.1781272888184
496,45.5803375244141
497,31.8891925811768
498,35.9289588928223
499,41.8070640563965
500,34.3475532531738
501,48.484001159668
502,18.9951190948486
503,35.9281539916992
504,57.837589263916
505,39.1541290283203
506,41.3177375793457
507,19.8387336730957
508,35.846134185791
509,34.3089408874512
510,37.4142456054688
511,42.0049133300781
512,28.1604461669922
513,42.1250076293945
514,42.5948181152344
515,51.2282371520996
516,29.9329738616943
517,28.4027309417725
518,33.2666931152344
519,29.1298274993896
520,32.6315536499023
521,36.3745040893555
522,68.5975646972656
523,38.0392112731934
524,34.1365394592285
525,31.1836204528809
526,39.1794815063477
527,41.4346580505371
528,55.9547958374023
529,37.7664604187012
530,27.7742099761963
531,41.4896850585938
532,26.5336894989014
533,52.2095108032227
534,41.4898376464844
535,52.4772262573242
536,40.6644554138184
537,41.4709129333496
538,37.1987762451172
539,40.4197845458984
540,26.6362075805664
541,45.202823638916
542,33.9409675598145
543,38.8988342285156
544,31.726469039917
545,33.3394012451172
546,43.0647888183594
547,40.384822845459
548,40.3565330505371
549,49.932933807373
550,28.2240657806396
551,58.7589416503906
552,45.5233726501465
553,32.5512847900391
554,32.4883651733398
555,28.4196910858154
556,27.61962890625
557,23.870548248291
558,62.2464332580566
559,37.5386581420898
560,37.1348495483398
561,45.0499382019043
562,21.1635456085205
563,38.2089805603027
564,35.2880172729492
565,27.6263122558594
566,46.5112228393555
567,36.304084777832
568,51.6282196044922
569,34.709587097168
570,47.8899574279785
571,31.3770217895508
572,23.2745971679688
573,27.1916542053223
574,50.837947845459
575,51.2616958618164
576,37.1796760559082
577,28.970329284668
578,32.5185699462891
579,50.0551223754883
580,52.4903411865234
581,21.3830471038818
582,26.6429061889648
583,33.0821647644043
584,24.3635635375977
585,34.1148567199707
586,42.2461929321289
587,45.9737548828125
588,30.9472312927246
589,34.8341979980469
590,33.8183212280273
591,31.2879962921143
592,41.3086280822754
593,24.3593616485596
594,61.1217651367188
595,30.8678016662598
596,43.0109443664551
597,45.3841361999512
598,37.9488334655762
599,31.9821891784668
600,26.8657569885254
601,53.8832511901855
602,32.7798233032227
603,34.8894691467285
604,34.8563690185547
605,39.8202438354492
606,53.97802734375
607,47.5869369506836
608,32.6562118530273
609,22.3026371002197
610,41.4139366149902
611,42.3008193969727
612,45.9181213378906
613,47.390251159668
614,37.3717994689941
615,31.7286548614502
616,30.3477325439453
617,43.6476364135742
618,29.4120597839355
619,49.5938034057617
620,48.3550453186035
621,52.9764671325684
622,48.0614204406738
623,33.5700263977051
624,30.6653060913086
625,29.1579055786133
